<<<<<<< HEAD
Diplomesodon pulchellum
Feroculus feroculus
Myosorex babaulti
Myosorex blarina
Myosorex cafer
Myosorex eisentrauti
Myosorex geata
Myosorex longicaudatus
Myosorex okuensis
Myosorex rumpii
Myosorex schalleri
Myosorex sclateri
Myosorex tenuis
Myosorex varius
Paracrocidura graueri
Paracrocidura maxima
Paracrocidura schoutedeni
Ruwenzorisorex suncoides
Scutisorex somereni
Solisorex pearsoni
Suncus ater
Suncus dayi
Suncus etruscus
Suncus fellowesgordoni
Suncus hosei
Suncus infinitesimus
Suncus lixus
Suncus madagascariensis
Suncus malayanus
Suncus mertensi
Suncus montanus
Suncus murinus
Suncus remyi
Suncus stoliczkanus
Suncus varilla
Suncus zeylanicus
Surdisorex norae
Surdisorex polulus
Sylvisorex granti
Sylvisorex howelli
Sylvisorex isabellae
Sylvisorex johnstoni
Sylvisorex lunaris
Sylvisorex megalura
Sylvisorex morio
Sylvisorex ollula
Sylvisorex oriundus
Sylvisorex vulcanorum
Congosorex polli
Sorex alpinus
Sorex raddei
Sorex mirabilis
Sorex excelsus
Sorex samniticus
Sorex arcticus
Sorex coronatus
Sorex araneus
Sorex granarius
Sorex satunini
Sorex daphaenodon
Sorex tundrensis
Sorex asper
Sorex isodon
Sorex unguiculatus
Sorex roboratus
Sorex caecutiens
Sorex shinto
Sorex sadonis
Sorex minutissimus
Sorex hosonoi
Sorex gracillimus
Sorex minutus
Sorex volnuchini
Sorex buchariensis
Sorex cinereus
Sorex hoyi
Sorex fumeus
Sorex preblei
Sorex longirostris
Sorex ornatus
Sorex nanus
Sorex leucogaster
Sorex ugyunak
Sorex haydeni
Sorex dispar
Sorex tenellus
Sorex bairdii
Sorex portenkoi
Sorex jacksoni
Sorex palustris
Sorex bendirii
Sorex monticolus
Sorex vagrans
Sorex pacificus
Sorex trowbridgii
Sorex arizonae
Sorex merriami
Blarinella wardi
Blarinella quadraticauda
Blarina hylophaga
Blarina carolinensis
Blarina brevicauda
Cryptotis goodwini
Cryptotis magna
Cryptotis meridensis
Cryptotis nigrescens
Cryptotis parva
Cryptotis thomasi
Cryptotis gracilis
Cryptotis endersi
Cryptotis hondurensis
Cryptotis avia
Cryptotis mexicana
Cryptotis goldmani
Cryptotis squamipes
Cryptotis montivaga
Anourosorex squamipes
Nectogale elegans
Neomys anomalus
Neomys fodiens
Neomys schelkovnikovi
Chimarrogale hantu
Chimarrogale platycephala
Chimarrogale himalayica
Chimarrogale phaeura
Chimarrogale styani
Chimarrogale sumatrana
Soriculus caudatus
Soriculus macrurus
Soriculus fumidus
Soriculus leucops
Soriculus nigrescens
Soriculus parca
Soriculus smithii
Soriculus hypsibius
Soriculus lamula
Soriculus salenskii
Notiosorex crawfordi
Megasorex gigas
Solenodon cubanus
Solenodon paradoxus
Choloepus didactylus
Choloepus hoffmanni
Bradypus torquatus
Bradypus tridactylus
Bradypus variegatus
Tamandua tetradactyla
Tamandua mexicana
Myrmecophaga tridactyla
Cyclopes didactylus
Chlamyphorus retusus
Chlamyphorus truncatus
Euphractus sexcinctus
Zaedyus pichiy
Chaetophractus nationi
Chaetophractus vellerosus
Chaetophractus villosus
Priodontes maximus
Tolypeutes matacus
Tolypeutes tricinctus
Cabassous centralis
Cabassous chacoensis
Cabassous tatouay
Cabassous unicinctus
Dasypus hybridus
Dasypus kappleri
Dasypus novemcinctus
Dasypus pilosus
Dasypus sabanicola
Dasypus septemcinctus
Calcochloris obtusirostris
Chrysospalax trevelyani
Chrysospalax villosus
Chrysochloris asiatica
Chrysochloris stuhlmanni
Chrysochloris visagiei
Amblysomus hottentotus
Amblysomus iris
Amblysomus gunningi
Amblysomus julianae
Chlorotalpa sclateri
Chlorotalpa duthieae
Chlorotalpa arendsi
Chlorotalpa leucorhina
Chlorotalpa tytonis
Limnogale mergulus
Geogale aurita
Oryzorictes tetradactylus
Oryzorictes hova
Oryzorictes talpoides
Microgale dobsoni
Microgale brevicaudata
Microgale cowani
Microgale dryas
Microgale gracilis
Microgale longicaudata
Microgale parvula
Microgale principula
Microgale pulla
Microgale pusilla
Microgale talazaci
Microgale thomasi
Potamogale velox
Micropotamogale lamottei
Micropotamogale ruwenzorii
Hemicentetes semispinosus
Tenrec ecaudatus
Setifer setosus
Echinops telfairi
Elephantulus brachyrhynchus
Elephantulus fuscipes
Elephantulus fuscus
Elephantulus intufi
Elephantulus rupestris
Elephantulus revoili
Elephantulus rufescens
Elephantulus edwardii
Elephantulus myurus
Elephantulus rozeti
Macroscelides proboscideus
Petrodromus tetradactylus
Rhynchocyon chrysopygus
Rhynchocyon cirnei
Rhynchocyon petersi
Orycteropus afer
Dugong dugon
Trichechus inunguis
Trichechus manatus
Trichechus senegalensis
Dendrohyrax arboreus
Dendrohyrax dorsalis
Dendrohyrax validus
Heterohyrax antineae
Heterohyrax brucei
Procavia capensis
Elephas maximus
Loxodonta africana
Acrobates pygmaeus
Distoechurus pennatus
Tarsipes rostratus
Dactylopsila megalura
Dactylopsila palpator
Dactylopsila tatei
Dactylopsila trivirgata
Gymnobelideus leadbeateri
Petaurus abidi
Petaurus australis
Petaurus breviceps
Petaurus gracilis
Petaurus norfolcensis
Hemibelideus lemuroides
Petauroides volans
Petropseudes dahli
Pseudochirops albertisii
Pseudochirops archeri
Pseudochirops cupreus
Pseudochirops corinnae
Pseudocheirus canescens
Pseudocheirus caroli
Pseudocheirus herbertensis
Pseudocheirus forbesi
Pseudocheirus mayeri
Pseudocheirus peregrinus
Ailurops ursinus
Phalanger carmelitae
Phalanger vestitus
Phalanger orientalis
Phalanger sericeus
Phalanger lullulae
Phalanger pelengensis
Strigocuscus celebensis
Strigocuscus gymnotis
Spilocuscus maculatus
Spilocuscus rufoniger
Phalanger matanim
Phalanger ornatus
Trichosurus arnhemensis
Trichosurus vulpecula
Trichosurus caninus
Wyulda squamicaudata
Burramys parvus
Cercartetus caudatus
Cercartetus concinnus
Cercartetus lepidus
Cercartetus nanus
Aepyprymnus rufescens
Bettongia gaimardi
Bettongia lesueur
Bettongia penicillata
Dendrolagus bennettianus
Dendrolagus dorianus
Dendrolagus scottae
Dendrolagus goodfellowi
Dendrolagus matschiei
Dendrolagus spadix
Dendrolagus ursinus
Dendrolagus inustus
Dendrolagus lumholtzi
Lagorchestes conspicillatus
Lagorchestes hirsutus
Macropus agilis
Macropus eugenii
Macropus dorsalis
Macropus parma
Macropus irma
Macropus parryi
Macropus rufogriseus
Macropus antilopinus
Macropus rufus
Macropus robustus
Macropus bernardus
Macropus fuliginosus
Macropus giganteus
Wallabia bicolor
Onychogalea fraenata
Onychogalea unguifera
Setonix brachyurus
Petrogale assimilis
Petrogale godmani
Petrogale inornata
Petrogale penicillata
Petrogale lateralis
Petrogale persephone
Petrogale rothschildi
Petrogale xanthopus
Petrogale brachyotis
Petrogale burbidgei
Petrogale concinna
Thylogale billardierii
Thylogale brunii
Thylogale stigmatica
Thylogale thetis
Dorcopsis atrata
Dorcopsis hageni
Dorcopsis luctuosa
Dorcopsis muelleri
Dorcopsulus macleayi
Dorcopsulus vanheurni
Lagostrophus fasciatus
Potorous longipes
Potorous tridactylus
Hypsiprymnodon moschatus
Lasiorhinus krefftii
Lasiorhinus latifrons
Vombatus ursinus
Phascolarctos cinereus
Dromiciops gliroides
Antechinus bellus
Antechinus flavipes
Antechinus leo
Antechinus stuartii
Antechinus godmani
Antechinus minimus
Antechinus swainsonii
Antechinus melanurus
Antechinus naso
Murexia longicaudata
Antechinus wilhelmina
Murexia rothschildi
Phascogale calura
Phascogale tapoatafa
Dasycercus byrnei
Dasycercus cristicauda
Dasyurus albopunctatus
Dasyurus geoffroii
Dasyurus spartacus
Dasyurus viverrinus
Dasyurus maculatus
Dasyurus hallucatus
Sarcophilus laniarius
Neophascogale lorentzi
Phascolosorex doriae
Phascolosorex dorsalis
Parantechinus bilarni
Pseudantechinus macdonnellensis
Pseudantechinus woolleyae
Dasykaluta rosamondae
Parantechinus apicalis
Myoictis melas
Pseudantechinus ningbing
Ningaui ridei
Ningaui yvonnae
Ningaui timealeyi
Sminthopsis aitkeni
Sminthopsis griseoventer
Sminthopsis archeri
Sminthopsis dolichura
Sminthopsis gilberti
Sminthopsis leucopus
Sminthopsis murina
Sminthopsis hirtipes
Sminthopsis ooldea
Sminthopsis youngsoni
Sminthopsis psammophila
Sminthopsis longicaudata
Sminthopsis granulipes
Sminthopsis butleri
Sminthopsis douglasi
Sminthopsis virginiae
Sminthopsis macroura
Sminthopsis crassicaudata
Sminthopsis laniger
Planigale gilesi
Planigale ingrami
Planigale novaeguineae
Planigale tenuirostris
Planigale maculata
Myrmecobius fasciatus
Notoryctes caurinus
Notoryctes typhlops
Echymipera clara
Echymipera davidi
Echymipera echinista
Echymipera kalubu
Echymipera rufescens
Microperoryctes longicauda
Microperoryctes murina
Microperoryctes papuensis
Peroryctes broadbenti
Peroryctes raffrayana
Rhynchomeles prattorum
Isoodon auratus
Isoodon obesulus
Isoodon macrourus
Perameles bougainville
Perameles gunnii
Perameles nasuta
Macrotis lagotis
Caenolestes caniventer
Caenolestes convelatus
Caenolestes fuliginosus
Lestoros inca
Rhyncholestes raphanurus
Caluromys derbianus
Caluromys lanatus
Caluromys philander
Caluromysiops irrupta
Glironia venusta
Chironectes minimus
Didelphis albiventris
Didelphis aurita
Didelphis marsupialis
Didelphis virginiana
Philander andersoni
Philander opossum
Lutreolina crassicaudata
Metachirus nudicaudatus
Gracilinanus aceramarcae
Gracilinanus agilis
Gracilinanus microtarsus
Gracilinanus emiliae
Gracilinanus marica
Gracilinanus dryas
Marmosops cracens
Marmosops dorothea
Marmosops fuscatus
Marmosops parvidens
Marmosops handleyi
Marmosops impavidus
Marmosops incanus
Marmosops invictus
Marmosops noctivagus
Lestodelphys halli
Thylamys elegans
Thylamys pallidior
Thylamys macrura
Thylamys pusilla
Marmosa andersoni
Marmosa canescens
Marmosa lepida
Marmosa mexicana
Marmosa murina
Marmosa robinsoni
Marmosa rubra
Marmosa tyleriana
Marmosa xerophila
Micoureus alstoni
Micoureus constantiae
Micoureus demerarae
Micoureus regina
Monodelphis adusta
Monodelphis americana
Monodelphis brevicaudata
Monodelphis dimidiata
Monodelphis domestica
Monodelphis emiliae
Monodelphis iheringi
Monodelphis kunsi
Monodelphis maraxina
Monodelphis osgoodi
Monodelphis rubida
Monodelphis scalops
Monodelphis sorex
Monodelphis theresa
Monodelphis unistriata
=======
Meriones_persicus
Spermophilus_annulatus
Tscherskia_triton
Kerivoula_lanosa
Mimetillus_moloneyi
Mustela_eversmannii
Mus_cookii
Mops_midas
Monodelphis_emiliae
Pipistrellus_stenopterus
Proechimys_guairae
Myoictis_melas
Procolobus_rufomitratus
Epixerus_wilsoni
Myotis_ricketti
Otomops_wroughtoni
Berylmys_bowersi
Heliosciurus_rufobrachium
Perameles_gunnii
Microdipodops_megacephalus
Melomys_fellowsi
Lonchophylla_thomasi
Scotophilus_nux
Melomys_moncktoni
Murina_fusca
Hystrix_indica
Caracal_caracal
Sphiggurus_mexicanus
Spermophilus_citellus
Pelomys_hopkinsi
Dicrostonyx_unalascensis
Hypogeomys_antimena
Mesoplodon_ginkgodens
Phyllostomus_hastatus
Tonatia_silvicola
Pteropus_insularis
Cynictis_penicillata
Thomasomys_cinereus
Dendrogale_melanura
Pteropus_ocularis
Volemys_kikuchii
Capreolus_capreolus
Hipposideros_calcaratus
Thomomys_bottae
Reithrodontomys_gracilis
Hylopetes_lepidus
Didelphis_aurita
Lutra_sumatrana
Raphicerus_campestris
Pteronotus_gymnonotus
Phalanger_lullulae
Rhinonicteris_aurantia
Cansumys_canus
Eliurus_webbi
Elephantulus_revoili
Hemibelideus_lemuroides
Rhabdomys_pumilio
Gerbillus_dongolanus
Anomalurus_beecrofti
Niviventer_rapit
Rhogeessa_gracilis
Pseudomys_johnsoni
Lynx_rufus
Crocidura_batesi
Tadarida_espiritosantensis
Ningaui_ridei
Akodon_spegazzinii
Kerivoula_minuta
Styloctenium_wallacei
Lepus_tolai
Phaenomys_ferrugineus
Eothenomys_eva
Neotoma_micropus
Microtus_guatemalensis
Noctilio_albiventris
Myotis_stalkeri
Sundasciurus_tenuis
Pipistrellus_kitcheneri
Hemitragus_hylocrius
Otomys_irroratus
Crocidura_hispida
Reithrodontomys_megalotis
Tamias_alpinus
Talpa_caucasica
Pipistrellus_hesperus
Scolomys_ucayalensis
Eidolon_helvum
Callicebus_hoffmannsi
Martes_americana
Mastomys_shortridgei
Akodon_cursor
Palawanomys_furvus
Berylmys_manipulus
Rhipidomys_fulviventer
Dasyprocta_azarae
Pygeretmus_platyurus
Myonycteris_relicta
Sminthopsis_dolichura
Taeromys_hamatus
Zyzomys_woodwardi
Naemorhedus_swinhoei
Chaetophractus_nationi
Lophiomys_imhausi
Melanomys_zunigae
Zenkerella_insignis
Bassaricyon_pauli
Lemniscomys_mittendorfi
Megaerops_kusnotoi
Presbytis_potenziani
Calcochloris_obtusirostris
Stylodipus_sungorus
Bathyergus_janetta
Neotoma_bunkeri
Nectogale_elegans
Crocidura_cinderella
Lophuromys_rahmi
Microtus_obscurus
Petaurillus_emiliae
Lonchophylla_hesperia
Oligoryzomys_longicaudatus
Crocidura_dsinezumi
Myrmecobius_fasciatus
Mesomys_stimulax
Microtus_fortis
Cricetulus_sokolovi
Hesperoptenus_blanfordi
Calomys_laucha
Ursus_americanus
Eumetopias_jubatus
Sorex_excelsus
Rhogeessa_tumida
Desmodus_rotundus
Rattus_osgoodi
Anomalurus_derbianus
Micronycteris_sylvestris
Funisciurus_isabella
Chlorotalpa_arendsi
Genetta_johnstoni
Scapanulus_oweni
Neotragus_pygmaeus
Iomys_horsfieldii
Sarcophilus_laniarius
Chaetodipus_pernix
Dasyurus_viverrinus
Leptomys_signatus
Lonchophylla_robusta
Akodon_illuteus
Axis_porcinus
Monodelphis_adusta
Platyrrhinus_helleri
Pseudocheirus_canescens
Uromys_rex
Tamias_durangae
Sicista_strandi
Hylomyscus_alleni
Murina_tubinaris
Sundasciurus_hoogstraali
Thomasomys_pyrrhonotus
Bos_grunniens
Solomys_salamonis
Nyctalus_leisleri
Geocapromys_ingrahami
Eptesicus_innoxius
Nycticeius_rueppellii
Meriones_libycus
Crocidura_turba
Grampus_griseus
Phacochoerus_aethiopicus
Sminthopsis_douglasi
Malacothrix_typica
Lama_pacos
Chaetomys_subspinosus
Ptilocercus_lowii
Spermophilus_brunneus
Crocidura_selina
Apomys_microdon
Ctenomys_torquatus
Tamiasciurus_mearnsi
Otocyon_megalotis
Pappogeomys_tylorhinus
Eptesicus_flavescens
Callithrix_pygmaea
Miniopterus_tristis
Chrysochloris_stuhlmanni
Ctenodactylus_vali
Chlorotalpa_duthieae
Zelotomys_woosnami
Hyperoodon_planifrons
Spalax_arenarius
Trachypithecus_geei
Chalinolobus_alboguttatus
Mimon_bennettii
Rhinolophus_hildebrandti
Rhinolophus_denti
Microtus_rossiaemeridionalis
Mogera_minor
Myotis_schaubi
Capra_falconeri
Cephalophus_natalensis
Connochaetes_taurinus
Pteropus_molossinus
Neotoma_albigula
Octomys_mimax
Melonycteris_woodfordi
Crocidura_voi
Akodon_molinae
Tamias_panamintinus
Crocidura_stenocephala
Chaetodipus_baileyi
Rhinolophus_fumigatus
Martes_martes
Habromys_lophurus
Crocidura_serezkyensis
Melomys_rubicola
Acerodon_jubatus
Kobus_vardonii
Ochotona_hyperborea
Myocastor_coypus
Spermophilus_beldingi
Hippopotamus_amphibius
Prionodon_pardicolor
Pithecia_aequatorialis
Microtus_majori
Lepilemur_leucopus
Mysateles_meridionalis
Gerbillus_allenbyi
Notoryctes_caurinus
Raphicerus_sharpei
Coleura_afra
Rhinolophus_yunanensis
Mus_phillipsi
Tupaia_minor
Pan_paniscus
Scotoecus_pallidus
Peromyscus_eremicus
Neacomys_guianae
Calomyscus_hotsoni
Rhombomys_opimus
Solenodon_paradoxus
Elephantulus_fuscus
Brachyphylla_cavernarum
Myotis_planiceps
Nesolagus_netscheri
Bos_javanicus
Rattus_koopmani
Eulemur_mongoz
Neopteryx_frosti
Microtus_oaxacensis
Peromyscus_pectoralis
Equus_grevyi
Canis_adustus
Peropteryx_kappleri
Sylvisorex_oriundus
Myospalax_fontanierii
Oreailurus_jacobita
Chironax_melanocephalus
Thomasomys_rhoadsi
Echimys_nigrispinus
Crocidura_yankariensis
Sciurus_stramineus
Nycteris_arge
Crocidura_grandiceps
Microcebus_coquereli
Platyrrhinus_umbratus
Maxomys_hellwaldii
Pseudomys_fieldi
Pteropus_rufus
Callithrix_argentata
Elephantulus_rufescens
Arvicanthis_nairobae
Eropeplus_canus
Sylvisorex_granti
Pseudomys_albocinereus
Paraxerus_cooperi
Choloepus_hoffmanni
Harpiocephalus_harpia
Vulpes_pallida
Callorhinus_ursinus
Saguinus_fuscicollis
Typhlomys_chapensis
Rhinolophus_mehelyi
Sciurus_pyrrhinus
Bunomys_penitus
Microtus_felteni
Gerbillus_hoogstraali
Rhipidomys_caucensis
Gerbillus_nancillus
Proechimys_canicollis
Chaetophractus_vellerosus
Acomys_minous
Hipposideros_turpis
Lemniscomys_griselda
Dasyurus_maculatus
Petaurista_xanthotis
Pogonomys_sylvestris
Tomopeas_ravus
Blarina_hylophaga
Nasua_nasua
Cercartetus_caudatus
Meriones_unguiculatus
Pseudocheirus_caroli
Brachyuromys_ramirohitra
Funisciurus_lemniscatus
Cephalorhynchus_eutropia
Didelphis_virginiana
Akodon_dayi
Funambulus_palmarum
Sundasciurus_jentinki
Apodemus_gurkha
Sus_bucculentus
Rhinopoma_hardwickei
Cynomys_leucurus
Trogopterus_xanthipes
Miopithecus_talapoin
Miniopterus_magnater
Proechimys_trinitatis
Otomys_maximus
Sciurus_igniventris
Murina_puta
Gerbillus_harwoodi
Acomys_wilsoni
Nasalis_concolor
Molossus_pretiosus
Chroeomys_jelskii
Crateromys_australis
Dendroprionomys_rousseloti
Equus_asinus
Miniopterus_fraterculus
Rattus_colletti
Pteropus_conspicillatus
Rhinolophus_hipposideros
Tachyglossus_aculeatus
Chlorotalpa_sclateri
Dendromus_kivu
Ratufa_bicolor
Brachyteles_arachnoides
Oryzomys_levipes
Pteralopex_pulchra
Otomys_unisulcatus
Spermophilus_beecheyi
Oryzomys_gorgasi
Eupleres_goudotii
Phalanger_matanim
Pudu_puda
Tatera_brantsii
Nyctophilus_geoffroyi
Mustela_lutreola
Myotis_keaysi
Lariscus_obscurus
Crocidura_monticola
Hipposideros_schistaceus
Sciurus_yucatanensis
Macruromys_major
Praomys_rostratus
Gazella_bennettii
Ursus_thibetanus
Crocidura_susiana
Thomasomys_cinereiventer
Bettongia_penicillata
Coendou_prehensilis
Reithrodontomys_spectabilis
Rhizomys_sumatrensis
Philetor_brachypterus
Procyon_cancrivorus
Microsciurus_alfari
Tamandua_mexicana
Nycteris_intermedia
Pipistrellus_nanulus
Eothenomys_regulus
Eidolon_dupreanum
Alticola_strelzowi
Steatomys_krebsii
Oryx_dammah
Dobsonia_viridis
Mustela_africana
Meriones_shawi
Crocidura_fumosa
Rhinopoma_muscatellum
Tupaia_gracilis
Chlamyphorus_retusus
Rheithrosciurus_macrotis
Galerella_swalius
Sorex_araneus
Phyllotis_xanthopygus
Diomys_crumpi
Akodon_urichi
Callosciurus_pygerythrus
Chaetodipus_fallax
Solenodon_cubanus
Saccostomus_campestris
Tonatia_brasiliense
Cavia_fulgida
Molossops_greenhalli
Thomasomys_paramorum
Gerbillus_mauritaniae
Monachus_schauinslandi
Rousettus_lanosus
Melomys_platyops
Propithecus_verreauxi
Hipposideros_jonesi
Pseudomys_laborifex
Hystrix_cristata
Murexia_longicaudata
Xerus_rutilus
Lagidium_peruanum
Coelops_frithi
Maxomys_inas
Crocidura_olivieri
Ctenomys_saltarius
Potorous_tridactylus
Connochaetes_gnou
Antechinus_flavipes
Salpingotus_kozlovi
Thylamys_elegans
Nyctinomops_femorosaccus
Sorex_cinereus
Pappogeomys_bulleri
Nyctimene_major
Chalinolobus_gouldii
Otopteropus_cartilagonodus
Sundasciurus_fraterculus
Stochomys_longicaudatus
Lasiurus_cinereus
Microtus_mujanensis
Crocidura_osorio
Nectomys_squamipes
Crocidura_sicula
Acomys_kempi
Pteropus_niger
Martes_foina
Anotomys_leander
Coleura_seychellensis
Gazella_soemmerringii
Chaerephon_ansorgei
Rhinolophus_ferrumequinum
Mops_demonstrator
Sorex_hosonoi
Gerbillus_pusillus
Lepus_victoriae
Bettongia_gaimardi
Aeromys_thomasi
Peropteryx_macrotis
Hypsiprymnodon_moschatus
Sorex_buchariensis
Tatera_nigricauda
Peromyscus_stephani
Orcaella_brevirostris
Perognathus_parvus
Scaptochirus_moschatus
Mus_indutus
Rupicapra_rupicapra
Caenolestes_fuliginosus
Neusticomys_oyapocki
Hylopetes_fimbriatus
Apomys_insignis
Plecotus_townsendii
Hylobates_klossii
Myosorex_babaulti
Tachyoryctes_ankoliae
Akodon_sanctipaulensis
Dorcopsis_muelleri
Tatera_afra
Paranyctimene_raptor
Proechimys_dimidiatus
Taeromys_taerae
Ruwenzorisorex_suncoides
Spermophilus_adocetus
Aotus_nigriceps
Tylonycteris_pachypus
Lemniscomys_bellieri
Tylomys_watsoni
Crocidura_nicobarica
Dicrostonyx_vinogradovi
Rattus_fuscipes
Nyctomys_sumichrasti
Rattus_tanezumi
Megaptera_novaeangliae
Marmota_flaviventris
Mastomys_natalensis
Mungos_gambianus
Peromyscus_slevini
Sciurus_carolinensis
Lepus_peguensis
Parotomys_littledalei
Choeronycteris_mexicana
Funambulus_tristriatus
Tatera_guineae
Callicebus_torquatus
Petaurista_philippensis
Dendromus_oreas
Eolagurus_przewalskii
Sylvisorex_lunaris
Reithrodontomys_mexicanus
Proechimys_amphichoricus
Marmosops_incanus
Monachus_monachus
Pogonomelomys_sevia
Tachyoryctes_daemon
Rhinolophus_alcyone
Protoxerus_stangeri
Monodelphis_maraxina
Microperoryctes_longicauda
Chimarrogale_hantu
Sorex_longirostris
Apodemus_peninsulae
Miniopterus_inflatus
Cricetulus_alticola
Miniopterus_australis
Mus_shortridgei
Rousettus_leschenaulti
Macropus_fuliginosus
Microtus_schelkovnikovi
Marmosops_cracens
Isolobodon_portoricensis
Microtus_nasarovi
Tupaia_dorsalis
Petinomys_vordermanni
Baiomys_taylori
Massoutiera_mzabi
Tolypeutes_matacus
Niviventer_cremoriventer
Alticola_argentatus
Crocidura_grayi
Viverra_civettina
Apodemus_alpicola
Pteropus_mariannus
Crocidura_harenna
Rattus_lugens
Hapalomys_delacouri
Marmota_broweri
Oryzomys_hammondi
Talpa_streeti
Delphinapterus_leucas
Ammotragus_lervia
Ochotona_forresti
Hipposideros_curtus
Sorex_isodon
Tamias_obscurus
Proechimys_poliopus
Cephalophus_silvicultor
Melogale_personata
Otomys_tropicalis
Saimiri_ustus
Peroryctes_broadbenti
Lasiurus_intermedius
Vandeleuria_oleracea
Hipposideros_speoris
Globicephala_melas
Dipodomys_merriami
Conepatus_humboldtii
Spermophilus_richardsonii
Maxomys_ochraceiventer
Sorex_ugyunak
Ochotona_iliensis
Mops_brachypterus
Reithrodontomys_hirsutus
Gracilinanus_microtarsus
Presbytis_melalophos
Nesoryzomys_fernandinae
Myotis_milleri
Lycaon_pictus
Sicista_subtilis
Histiotus_macrotus
Neotragus_moschatus
Bradypus_variegatus
Spermophilus_lateralis
Dendrolagus_ursinus
Gazella_saudiya
Nyctimene_albiventer
Belomys_pearsonii
Murina_huttoni
Cryptotis_parva
Euneomys_chinchilloides
Hylomys_suillus
Tupaia_palawanensis
Cannomys_badius
Mormopterus_petrophilus
Grammomys_caniceps
Setifer_setosus
Thamnomys_venustus
Callosciurus_melanogaster
Proechimys_brevicauda
Melomys_aerosus
Steatomys_cuppedius
Rhinolophus_keyensis
Sigmodon_mascotensis
Nesomys_rufus
Mormopterus_acetabulosus
Galidictis_fasciata
Callicebus_personatus
Ochotona_gloveri
Eptesicus_nasutus
Sminthopsis_psammophila
Pteropus_phaeocephalus
Hylopetes_bartelsi
Kobus_megaceros
Antilope_cervicapra
Scolomys_melanops
Choeroniscus_godmani
Acomys_cinerasceus
Calomyscus_bailwardi
Helarctos_malayanus
Sturnira_thomasi
Balantiopteryx_plicata
Ctenomys_colburni
Glossophaga_leachii
Taterillus_lacustris
Peromyscus_caniceps
Cabassous_unicinctus
Dipodomys_phillipsii
Muntiacus_muntjak
Allactaga_balikunica
Nyctimene_robinsoni
Daubentonia_madagascariensis
Phyllotis_bonaeriensis
Zapus_hudsonius
Apodemus_hermonensis
Lynx_canadensis
Petaurus_norfolcensis
Peromyscus_madrensis
Euroscaptor_grandis
Rhinolophus_pusillus
Aconaemys_fuscus
Tachyoryctes_ruddi
Cabassous_tatouay
Cacajao_melanocephalus
Rattus_adustus
Crocidura_floweri
Microtus_sachalinensis
Felis_margarita
Limnomys_sibuanus
Pachyuromys_duprasi
Oryx_gazella
Tupaia_javanica
Geomys_personatus
Batomys_dentatus
Crossomys_moncktoni
Vernaya_fulva
Platyrrhinus_aurarius
Cephalophus_ogilbyi
Hipposideros_ruber
Neofelis_nebulosa
Gerbillus_dunni
Hylonycteris_underwoodi
Nyctinomops_laticaudatus
Plecotus_austriacus
Mus_goundae
Chimarrogale_himalayica
Apodemus_hyrcanicus
Lasiorhinus_latifrons
Orthogeomys_thaeleri
Prionailurus_bengalensis
Pantholops_hodgsonii
Paradoxurus_hermaphroditus
Pithecia_pithecia
Tachyoryctes_annectens
Niviventer_hinpoon
Echymipera_davidi
Ctenomys_latro
Calomyscus_baluchi
Equus_onager
Pteropus_sanctacrucis
Ctenomys_sericeus
Leggadina_lakedownensis
Heteromys_nelsoni
Capra_ibex
Glossophaga_commissarisi
Neusticomys_venezuelae
Hemiechinus_auritus
Crocidura_horsfieldii
Trachypithecus_johnii
Gerbillus_acticola
Uncia_uncia
Herpestes_brachyurus
Nycteris_grandis
Heteromys_desmarestianus
Fossa_fossana
Chaetodipus_spinatus
Phloeomys_cumingi
Lepus_yarkandensis
Tylomys_tumbalensis
Paraxerus_flavovittis
Mormopterus_kalinowskii
Macrotus_waterhousii
Zaglossus_bruijni
Reithrodontomys_paradoxus
Macaca_thibetana
Tamiasciurus_douglasii
Scutisorex_somereni
Micoureus_constantiae
Sphiggurus_vestitus
Hipposideros_corynophyllus
Spermophilus_franklinii
Eptesicus_floweri
Chelemys_megalonyx
Prionailurus_planiceps
Oncifelis_colocolo
Acomys_mullah
Cryptomys_foxi
Perognathus_flavescens
Caenolestes_caniventer
Mormopterus_planiceps
Ourebia_ourebi
Coendou_rothschildi
Philander_opossum
Aethomys_namaquensis
Uromys_caudimaculatus
Pipistrellus_affinis
Scotomanes_ornatus
Mephitis_macroura
Dactylopsila_megalura
Microtus_mongolicus
Pappogeomys_neglectus
Melomys_obiensis
Nyctimene_malaitensis
Crocidura_greenwoodi
Bandicota_bengalensis
Crocidura_nimbae
Phyllotis_gerbillus
Glossophaga_longirostris
Hylobates_hoolock
Dasymys_rufulus
Microtus_guentheri
Pronolagus_crassicaudatus
Nesoryzomys_indefessus
Lasiurus_seminolus
Eubalaena_australis
Myotis_capaccinii
Dryomys_nitedula
Prometheomys_schaposchnikowi
Cephalophus_monticola
Oryzomys_palustris
Vulpes_ferrilata
Haeromys_pusillus
Antechinus_bellus
Sorex_portenkoi
Iomys_sipora
Rhinolophus_maclaudi
Oligoryzomys_fulvescens
Hipposideros_galeritus
Sicista_caudata
Otomys_denti
Taterillus_emini
Rattus_foramineus
Soriculus_fumidus
Pogonomys_championi
Crocidura_nigrofusca
Ratufa_macroura
Marmota_sibirica
Peromyscus_winkelmanni
Talpa_stankovici
Vampyressa_nymphaea
Cercocebus_galeritus
Euneomys_fossor
Phyllotis_osgoodi
Cercopithecus_wolfi
